scientificname	longitude	latitude
Euseius citrifolius	-49.3619	-20.7488
Phytoseius nahuatlensis	-49.9648	-20.8072
Phytoseius jatoba	-49.9648	-20.8072
Euseius concordis	-44.2926	-2.5335
Euseius citrifolius	-48.9147	-21.228
Galendromus annectens	-49.3594	-20.7855
Iphiseiodes zuluagai	-48.6311	-21.4441
Neoseiulus idaeus	-49.3799	-20.8111
Euseius citrifolius	-49.9648	-20.8072
Phytoscutus sexpilis	-50.2933	-20.4736
Amblyseius neochiapensis	-46.902	-16.361
Euseius concordis	-49.2212	-21.4691
Neoseiulus tunus	-49.9753	-20.4202
Euseius citrifolius	-49.3594	-20.7855
Euseius concordis	-54.75	-17.3834
Neoseiulus benjamini	-49.3594	-20.7855
Neoseiulus tunus	-49.5	-20.3166
Leonseius elbanhawyi	-39.1722	-14.798
Euseius concordis	-54.75	-17.3834
Euseius sibelius	-49.3666	-20.4666
Euseius alatus	-63.9011	-8.7318
Galendromus annectens	-49.3666	-20.4666
Euseius citrifolius	-49.3619	-20.7488
Iphiseiodes zuluagai	-49.4338	-20.8322
Euseius citrifolius	-49.3544	-20.7758
Phytoseius nahuatlensis	-48.3325	-16.9939
Metaseiulus camelliae	-49.2698	-20.9029
Euseius concordis	-54.75	-17.3834
Euseius citrifolius	-48.9147	-21.228
Neoseiulus tunus	-52.6281	-18.794
Iphiseiodes katukina	-59.9727	-2.8934
Phytoseius guianensis	-48.9147	-21.228
Euseius citrifolius	-49.3261	-20.7816
Euseius citrifolius	-49.3619	-20.7488
Iphiseiodes zuluagai	-49.4338	-20.8322
Amblyseius chicomendesi	-67.8746	-9.9573
Euseius concordis	-54.75	-17.3834
Euseius concordis	-49.2333	-20.5333
Neoseiulus tunus	-52.6281	-18.794
Amblyseius aerialis	-39.1541	-13.7747
Iphiseiodes zuluagai	-48.6311	-21.4441
Amblyseius paulofariensis	-50.2933	-20.4736
Neoseiulus anonymus	-49.35	-20.8166
Euseius citrifolius	-48.6311	-21.4441
Iphiseiodes zuluagai	-54.75	-17.3834
Euseius citrifolius	-48.6311	-21.4441
Euseius citrifolius	-48.6311	-21.4441
Iphiseiodes zuluagai	-49.2212	-21.4691
Galendromus annectens	-63.9011	-8.7318
Neoseiulus idaeus	-49.2698	-20.9029
Euseius citrifolius	-49.3544	-20.7758
Neoseiulus idaeus	-50.9241	-20.6906
Neoseiulus tunus	-50.4333	-20
Amblyseius perditus	-39.1541	-13.7747
Iphiseiodes zuluagai	-48.6311	-21.4441
Euseius citrifolius	-48.9147	-21.228
Amblyseius compositus	-48.5372	-21.6205
Typhlodromus moraesi	-49.3594	-20.7855
Euseius citrifolius	-49.3619	-20.7488
Euseius concordis	-49.9648	-20.8072
Amblyseius acalyphus	-49.9738	-21.0013
Phytoscutus sexpilis	-39.1541	-13.7747
Phytoseius rhabdifer	-49.9648	-20.8072
Galendromimus multipoculi	-49.9738	-21.0013
Iphiseiodes zuluagai	-48.6311	-21.4441
Phytoseius guianensis	-49.4338	-20.8322
Euseius sibelius	-49.3619	-20.7488
Galendromus sulamericanus	-49.3168	-20.5319
Phytoseius kaapre	-49.2961	-20.61
Neoseiulus tunus	-52.6281	-18.794
Neoseiulus idaeus	-46.902	-16.361
Phytoseiulus fragariae	-49.35	-20.8166
Amblyseius ica	-46.9413	-23.2325
Typhlodromalus aripo	-48.6311	-21.4441
Euseius citrifolius	-54.75	-17.3834
Euseius citrifolius	-54.75	-17.3834
Amblyseius acalyphus	-49.2212	-21.4691
Euseius citrifolius	-49.67	-20.7938
Euseius concordis	-54.75	-17.3834
Iphiseiodes zuluagai	-49.5002	-21.4047
Euseius citrifolius	-48.9147	-21.228
Euseius citrifolius	-48.6311	-21.4441
Euseius sibelius	-50.4338	-20.0036
Iphiseiodes zuluagai	-48.5333	-21.6166
Amblyseius sp.	-50.4338	-20.0036
Euseius concordis	-48.6311	-21.4441
Galendromimus alveolaris	-49.3619	-20.7488
Galendromus annectens	-49.9261	-20.9211
Euseius concordis	-48.6311	-21.4441
Typhlodromips mangleae	-47.0162	-22.9035
Neoseiulus tunus	-49.5002	-21.4047
Amblyseius chiapensis	-49.2212	-21.4691
Amblyseius chicomendesi	-67.8746	-9.9573
Amblydromalus manihoti	-39.1541	-13.7747
Typhlodromalus aripo	-48.3894	-17.4205
Typhlodromalus aripo	-49.2212	-21.4691
Euseius sibelius	-48.9475	-19.3217
Metaseiulus camelliae	-49.2698	-20.9029
Amblyseius paulofariensis	-50.2933	-20.4736
Euseius sibelius	-49.3594	-20.7855
Galendromus annectens	-49.3544	-20.7758
Euseius concordis	-54.75	-17.3834
Typhlodromalus aripo	-49.2698	-20.9029
Iphiseiodes zuluagai	-49.4338	-20.8322
Iphiseiodes zuluagai	-49.3619	-20.7488
Amblydromalus manihoti	-49.9753	-20.4202
Euseius citrifolius	-54.75	-17.3834
Euseius concordis	-49.3594	-20.7855
Euseius concordis	-54.75	-17.3834
Typhlodromips japi	-46.9413	-23.2325
Euseius concordis	-67.87	-9.96
Euseius citrifolius	-49.2698	-20.9029
Euseius concordis	-67.65	-10.05
Phytoseius guianensis	-49.4338	-20.8322
Iphiseiodes zuluagai	-48.5372	-21.6205
Phytoseius kaapre	-50.3397	-20.9208
Neoseiulus tunus	-49.3077	-20.8463
Euseius alatus	-44.2926	-2.5335
Euseius citrifolius	-49.3594	-20.7855
Amblydromalus manihoti	-39.1541	-13.7747
Amblyseius aerialis	-63.9011	-8.7318
Euseius citrifolius	-49.3619	-20.7488
Euseius citrifolius	-49.3619	-20.7488
Amblyseius acalyphus	-49.9738	-21.0013
Neoseiulus tunus	-49.3261	-20.7816
Iphiseiodes zuluagai	-48.6311	-21.4441
Iphiseiodes zuluagai	-49.2961	-20.61
Phytoseius kaapre	-49.2212	-21.4691
Euseius citrifolius	-49.3619	-20.7488
Euseius citrifolius	-50.4338	-20.0036
Leonseius regularis	-67.87	-9.96
Galendromus sulamericanus	-49.3168	-20.5319
Amblyseius acalyphus	-49.5004	-21.3425
Typhlodromalus peregrinus	-39.1541	-13.7747
Amblyseius chiapensis	-50.3397	-20.9208
Typhlodromalus peregrinus	-39.1541	-13.7747
Amblyseius chiapensis	-67.87	-9.96
Iphiseiodes zuluagai	-48.6311	-21.4441
Neoseiulus idaeus	-49.2698	-20.9029
Galendromus annectens	-49.3077	-20.8463
Euseius citrifolius	-48.1419	-17.718
Galendromus annectens	-49.3594	-20.7855
Galendromimus alveolaris	-49.3544	-20.7758
Euseius citrifolius	-48.6444	-20.5566
Euseius concordis	-54.75	-17.3834
Iphiseiodes zuluagai	-49.4338	-20.8322
Neoseiulus tunus	-49.4338	-20.8322
Typhlodromina subtropica	-39.1541	-13.7747
Amblyseius largoensis	-44.2926	-2.5335
Galendromus annectens	-49.3619	-20.7488
Amblydromalus akiri	-67.87	-9.96
Euseius citrifolius	-49.67	-20.7938
Euseius concordis	-49.2698	-20.9029
Euseius sibelius	-49.9648	-20.8072
Euseius alatus	-63.9011	-8.7318
Euseius alatus	-63.9011	-8.7318
Phytoseius guianensis	-49.4338	-20.8322
Euseius concordis	-49.3166	-20.7833
Galendromus annectens	-49.3166	-20.7666
Typhlodromips japi	-46.9413	-23.2325
Euseius citrifolius	-49.3077	-20.8463
Euseius citrifolius	-48.9147	-21.228
Euseius sibelius	-49.9648	-20.8072
Phytoseius intermedius	-49.9261	-20.9211
Breviseius sennae	-47.8372	-24.8983
Euseius citrifolius	-49.3619	-20.7488
Neoseiulus tunus	-49.2212	-21.4691
Amblyseius acalyphus	-50.4338	-20.0036
Euseius citrifolius	-49.3544	-20.7758
Phytoseius jatoba	-49.9648	-20.8072
Iphiseiodes zuluagai	-48.6833	-21.4
Euseius alatus	-44.2926	-2.5335
Euseius citrifolius	-48.6311	-21.4441
Amblyseius chicomendesi	-67.8746	-9.9573
Galendromus annectens	-49.3166	-20.7666
Euseius citrifolius	-49.3594	-20.7855
Euseius citrifolius	-54.75	-17.3834
Euseius concordis	-54.75	-17.3834
Amblyseius aerialis	-63.9011	-8.7318
Galendromus annectens	-49.3666	-20.4666
Iphiseiodes zuluagai	-49.4338	-20.8322
Euseius citrifolius	-49.3166	-20.7833
Arrenoseius morgani	-67.9	-10.1666
Euseius concordis	-49.2333	-20.5333
Euseius concordis	-54.75	-17.3834
Neoseiulus benjamini	-49.3594	-20.7855
Typhlodromalus feresi	-48.633	-17.3367
Euseius alatus	-44.2926	-2.5335
Amblydromalus manihoti	-46.9413	-23.2325
Euseius citrifolius	-49.3544	-20.7758
Proprioseiopsis dominigos	-49.9753	-20.4202
Phytoseiulus macropilis	-49.4338	-20.8322
Transeius bellottii	-49.4338	-20.8322
Euseius citrifolius	-49.3594	-20.7855
Euseius citrifolius	-49.3594	-20.7855
Euseius citrifolius	-49.3619	-20.7488
Amblyseius ica	-46.9413	-23.2325
Euseius citrifolius	-48.3325	-16.9939
Galendromus annectens	-49.3544	-20.7758
Leonseius elbanhawyi	-39.1722	-14.798
Neoseiulus tunus	-49.3619	-20.7488
Euseius citrifolius	-49.3166	-20.7833
Euseius concordis	-48.75	-20.6333
Iphiseiodes zuluagai	-49.3261	-20.7816
Galendromimus alveolaris	-49.3544	-20.7758
Paraphytoseius orientalis	-48.3133	-17.3119
Iphiseiodes zuluagai	-59.9892	-3.0945
Proprioseiopsis neotropicus	-48.8225	-20.4847
Euseius citrifolius	-49.3594	-20.7855
Euseius citrifolius	-49.3619	-20.7488
Euseius citrifolius	-49.3261	-20.7816
Euseius sibelius	-49.5	-20.2833
Iphiseiodes zuluagai	-39.1541	-13.7747
Phytoseiulus macropilis	-49.4338	-20.8322
Ingaseius silvaticus	-46.9358	-23.2314
Euseius sibelius	-49.9261	-20.9211
Amblydromalus akiri	-67.87	-9.96
Euseius citrifolius	-49.3619	-20.7488
Euseius citrifolius	-49.5	-20.3166
Amblyseius manauara	-67.9	-10.1666
Typhlodromips paramilus	-39.1541	-13.7747
Euseius citrifolius	-49.3619	-20.7488
Neoseiulus tunus	-49.3077	-20.8463
Euseius citrifolius	-49.993	-20.8441
Euseius concordis	-48.5333	-21.6166
Amblyseius neochiapensis	-46.902	-16.361
Galendromimus multipoculi	-49.2212	-21.4691
Euseius alatus	-63.9011	-8.7318
Neoseiulus tunus	-49.3077	-20.8463
Amblyseius paulofariensis	-49.5426	-19.9514
Euseius citrifolius	-48.6311	-21.4441
Euseius citrifolius	-49.2698	-20.9029
Euseius citrifolius	-54.6315	-16.4715
Euseius concordis	-49.9261	-20.9211
Typhlodromalus peregrinus	-48.633	-17.3367
Metaseiulus camelliae	-49.3544	-20.7758
Euseius citrifolius	-49.3594	-20.7855
Amblyseius compositus	-50.2933	-20.4736
Amblyseius martus	-67.9	-10.1666
Neoseiulus tunus	-48.6833	-21.4
Galendromus annectens	-49.3666	-20.4666
Iphiseiodes zuluagai	-48.6311	-21.4441
Euseius sibelius	-49.35	-20.7666
Euseius citrifolius	-49.9648	-20.8072
Euseius concordis	-50.4338	-20.0036
Euseius sibelius	-49.3619	-20.7488
Euseius citrifolius	-49.2698	-20.9029
Euseius citrifolius	-49.5002	-21.4047
Iphiseiodes zuluagai	-48.6311	-21.4441
Euseius sibelius	-48.5372	-21.6205
Iphiseiodes zuluagai	-49.9738	-21.0013
Iphiseiodes zuluagai	-48.6311	-21.4441
Euseius citrifolius	-49.3799	-20.8111
Neoseiulus tunus	-49.3619	-20.7488
Neoseiulus tunus	-49.3166	-20.7833
Galendromus annectens	-49.3544	-20.7758
Euseius citrifolius	-49.2698	-20.9029
Euseius citrifolius	-54.75	-17.3834
Euseius citrifolius	-54.75	-17.3834
Euseius concordis	-49.2212	-21.4691
Typhlodromips mangleae	-49.5	-20.3166
Euseius concordis	-54.75	-17.3834
Euseius citrifolius	-49.3619	-20.7488
Phytoseius guianensis	-49.3166	-20.7666
Euseius alatus	-63.9011	-8.7318
Amblyseius sp.	-44.2926	-2.5335
Euseius citrifolius	-49.3594	-20.7855
Phytoseius intermedius	-47.9989	-17.273
Neoseiulus tunus	-48.9147	-21.228
Euseius citrifolius	-49.3594	-20.7855
Neoseiulus tunus	-39.1541	-13.7747
Breviseius sennae	-47.8372	-24.8983
Euseius sibelius	-50.2933	-20.4736
Euseius citrifolius	-54.75	-17.3834
Ingaseius silvaticus	-46.9358	-23.2314
Euseius citrifolius	-49.3594	-20.7855
Euseius citrifolius	-49.2698	-20.9029
Phytoseius rhabdifer	-49.9648	-20.8072
Euseius citrifolius	-48.6311	-21.4441
Euseius citrifolius	-48.9147	-21.228
Euseius citrifolius	-49.3619	-20.7488
Euseius citrifolius	-49.3594	-20.7855
Leonseius elbanhawyi	-39.1722	-14.798
Typhlodromalus feresi	-48.3894	-17.4205
Euseius citrifolius	-48.6311	-21.4441
Euseius citrifolius	-50.2933	-20.4736
Amblydromalus akiri	-67.9	-10.1666
Metaseiulus ferlai	-50.9206	-17.7883
Leonseius regularis	-39.2313	-14.7555
Euseius citrifolius	-48.6311	-21.4441
Amblyseius neochiapensis	-52.6664	-18.393
Galendromus annectens	-50.2933	-20.4736
Amblyseius chiapensis	-49.2961	-20.61
Amblyseius chiapensis	-49.9738	-21.0013
Euseius concordis	-48.3325	-16.9939
Euseius citrifolius	-49.3799	-20.8111
Ingaseius silvaticus	-46.9358	-23.2314
Paraphytoseius orientalis	-67.8746	-9.9573
Amblyseius herbicolus	-49.8975	-20.8877
Amblyseius neochiapensis	-48.0561	-16.8789
Euseius concordis	-48.2055	-17.47
Euseius citrifolius	-49.9648	-20.8072
Iphiseiodes zuluagai	-48.6311	-21.4441
Galendromus annectens	-49.3594	-20.7855
Euseius sibelius	-49.9261	-20.9211
Phytoseius jurute	-49.89	-20.88
Euseius citrifolius	-49.2698	-20.9029
Typhlodromips japi	-46.9413	-23.2325
Euseius citrifolius	-48.75	-20.6333
Typhlodromips corniformes	-47.8894	-24.6141
Euseius citrifolius	-48.9147	-21.228
Euseius citrifolius	-49.62	-20.8005
Neoseiulus idaeus	-50.9241	-20.6906
Galendromus annectens	-49.3166	-20.7666
Phytoseius nahuatlensis	-49.9261	-20.9211
Amblyseius aerialis	-67.65	-10.05
Neoseiulus idaeus	-49.2698	-20.9029
Euseius concordis	-49.3544	-20.7758
Galendromus annectens	-49.3261	-20.7816
Euseius citrifolius	-49.3594	-20.7855
Euseius concordis	-48.3325	-16.9939
Galendromus annectens	-50.4338	-20.0036
Amblyseius paulofariensis	-49.2212	-21.4691
Phytoseius kaapre	-49.2212	-21.4691
Euseius concordis	-49.5	-20.3166
Amblyseius manauara	-59.9727	-2.8934
Iphiseiodes zuluagai	-49.5	-20.2833
Proprioseiopsis ovatus	-52.6664	-18.393
Euseius citrifolius	-49.9602	-20.7907
Euseius citrifolius	-49.3619	-20.7488
Amblyseius paulofariensis	-49.5426	-19.9514
Euseius citrifolius	-54.75	-17.3834
Euseius citrifolius	-49.3594	-20.7855
Leonseius regularis	-39.2313	-14.7555
Amblyseius paulofariensis	-49.5426	-19.9514
Neoseiulus tunus	-49.3077	-20.8463
Phytoseius nahuatlensis	-49.35	-20.7666
Amblyseius chicomendesi	-67.8746	-9.9573
Euseius alatus	-63.9011	-8.7318
Euseius citrifolius	-48.9147	-21.228
Euseius citrifolius	-49.67	-20.7938
Euseius citrifolius	-49.3544	-20.7758
Euseius alatus	-63.9011	-8.7318
Iphiseiodes zuluagai	-48.6311	-21.4441
Iphiseiodes zuluagai	-49.4338	-20.8322
Galendromimus alveolaris	-49.3544	-20.7758
Amblyseius perditus	-39.1541	-13.7747
Euseius concordis	-49.3544	-20.7758
Euseius citrifolius	-49.3594	-20.7855
Euseius citrifolius	-50.4763	-20.052
Neoseiulus tunus	-49.3077	-20.8463
Euseius citrifolius	-54.6315	-16.4715
Amblyseius aerialis	-63.9011	-8.7318
Amblyseius perditus	-39.1541	-13.7747
Euseius sibelius	-49.35	-20.7666
Amblyseius largoensis	-44.2926	-2.5335
Amblyseius compositus	-48.5372	-21.6205
Euseius concordis	-49.3619	-20.7488
Amblyseius manauara	-59.9727	-2.8934
Typhlodromalus aripo	-49.9288	-21.0345
Phytoseius nahuatlensis	-49.3166	-20.7666
Amblyseius operculatus	-39.1541	-13.7747
Phytoseiulus fragariae	-49.35	-20.8166
Euseius citrifolius	-49.3544	-20.7758
Iphiseiodes zuluagai	-48.6311	-21.4441
Euseius citrifolius	-54.75	-17.3834
Euseius citrifolius	-48.6311	-21.4441
Euseius sibelius	-49.3168	-20.5319
Amblyseius paulofariensis	-49.2212	-21.4691
Euseius citrifolius	-47.8827	-15.7941
Euseius citrifolius	-49.3077	-20.8463
Euseius citrifolius	-49.3619	-20.7488
Iphiseiodes zuluagai	-48.6311	-21.4441
Phytoseius nahuatlensis	-49.9648	-20.8072
Euseius citrifolius	-49.3544	-20.7758
Typhlodromalus aripo	-49.3698	-19.9026
Galendromimus alveolaris	-49.3544	-20.7758
Galendromus annectens	-49.35	-20.7666
Metaseiulus camelliae	-49.9261	-20.9211
Euseius citrifolius	-49.67	-20.7938
Iphiseiodes zuluagai	-49.4338	-20.8322
Euseius citrifolius	-49.3594	-20.7855
Neoseiulus transversus	-50.5475	-20.2681
Euseius concordis	-54.75	-17.3834
Phytoseius jurute	-49.89	-20.88
Neoseiulus tunus	-49.3619	-20.7488
Iphiseiodes zuluagai	-48.6311	-21.4441
Amblyseius martus	-67.8746	-9.9573
Euseius citrifolius	-54.75	-17.3834
Phytoseius nahuatlensis	-49.35	-20.7666
Euseius citrifolius	-49.3077	-20.8463
Euseius citrifolius	-49.3594	-20.7855
Euseius concordis	-54.75	-17.3834
Euseius citrifolius	-49.3799	-20.8111
Euseius citrifolius	-49.3594	-20.7855
Amblydromalus akiri	-67.87	-9.96
Amblyseius largoensis	-44.2926	-2.5335
Euseius alatus	-67.8746	-9.9573
Neoseiulus tunus	-48.6833	-21.4
Euseius citrifolius	-49.6647	-17.4231
Iphiseiodes zuluagai	-49.4338	-20.8322
Amblydromalus manihoti	-39.1541	-13.7747
Phytoseius nahuatlensis	-49.35	-20.7666
Phytoseius sp.	-49.9261	-20.9211
Transeius bellottii	-49.4338	-20.8322
Galendromus annectens	-49.3594	-20.7855
Euseius citrifolius	-49.3166	-20.7833
Euseius citrifolius	-48.1419	-17.718
Iphiseiodes zuluagai	-50.3397	-20.9208
Iphiseiodes zuluagai	-49.9648	-20.8072
Phytoseius nahuatlensis	-50.3397	-20.9208
Amblyseius sp.	-49.3077	-20.8463
Amblydromalus manihoti	-50.4763	-20.052
Euseius citrifolius	-49.3166	-20.7833
Euseius concordis	-54.75	-17.3834
Typhlodromalus aripo	-48.175	-17.4389
Euseius sibelius	-48.5489	-17.7278
Amblyseius chicomendesi	-67.8746	-9.9573
Typhlodromalus aripo	-48.6311	-21.4441
Euseius concordis	-49.3544	-20.7758
Amblyseius neochiapensis	-48.7408	-17.6611
Amblyseius acalyphus	-48.633	-17.3367
Typhlodromus moraesi	-49.3594	-20.7855
Typhlodromips igapo	-59.8259	-3.1974
Amblyseius acalyphus	-49.2212	-21.4691
Euseius concordis	-54.75	-17.3834
Galendromus annectens	-49.3544	-20.7758
Galendromus annectens	-49.3077	-20.8463
Amblydromalus manihoti	-49.5	-20.2833
Euseius citrifolius	-54.75	-17.3834
Euseius sibelius	-49.35	-20.7666
Euseius citrifolius	-49.3619	-20.7488
Euseius citrifolius	-49.3619	-20.7488
Metaseiulus camelliae	-49.3544	-20.7758
Neoseiulus tunus	-49.6908	-20.7622
Euseius concordis	-44.2926	-2.5335
Amblyseius neochiapensis	-50.2933	-20.4736
Phytoseiulus fragariae	-49.35	-20.8166
Iphiseiodes zuluagai	-49.4338	-20.8322
Euseius citrifolius	-54.75	-17.3834
Euseius concordis	-54.75	-17.3834
Amblyseius paulofariensis	-49.5426	-19.9514
Amblydromalus manihoti	-49.2961	-20.61
Euseius citrifolius	-49.2698	-20.9029
Phytoseius nahuatlensis	-49.35	-20.7666
Amblyseius manauara	-67.9	-10.1666
Neoseiulus tunus	-50.4338	-20.0036
Galendromimus alveolaris	-49.3619	-20.7488
Euseius citrifolius	-48.8279	-21.758
Amblyseius chiapensis	-48.6833	-21.4
Amblyseius martus	-59.9727	-2.8934
Euseius citrifolius	-49.3619	-20.7488
Metaseiulus camelliae	-49.3544	-20.7758
Euseius concordis	-54.75	-17.3834
Euseius concordis	-54.75	-17.3834
Neoseiulus anonymus	-49.35	-20.8166
Ingaseius silvaticus	-46.9358	-23.2314
Amblyseius acalyphus	-49.5	-20.2833
Euseius citrifolius	-49.3166	-20.7833
Galendromus annectens	-49.3544	-20.7758
Proprioseiopsis mexicanus	-63.9011	-8.7318
Euseius citrifolius	-49.3594	-20.7855
Transeius bellottii	-49.3698	-19.9026
Euseius citrifolius	-48.6311	-21.4441
Neoseiulus tunus	-49.3077	-20.8463
Euseius citrifolius	-49.3594	-20.7855
Amblyseius acalyphus	-50.2933	-20.4736
Euseius citrifolius	-49.3261	-20.7816
Galendromimus alveolaris	-49.3544	-20.7758
Euseius alatus	-67.65	-10.05
Euseius citrifolius	-49.2698	-20.9029
Phytoscutus sexpilis	-59.9892	-3.0945
Amblyseius compositus	-49.2212	-21.4691
Euseius citrifolius	-49.2698	-20.9029
Iphiseiodes zuluagai	-48.6833	-21.4
Iphiseiodes zuluagai	-48.6311	-21.4441
Euseius citrifolius	-49.3077	-20.8463
Amblyseius herbicolus	-49.2333	-20.5333
Euseius citrifolius	-49.3619	-20.7488
Euseius citrifolius	-49.3799	-20.8111
Euseius citrifolius	-49.3166	-20.7833
Euseius citrifolius	-48.9147	-21.228
Iphiseiodes zuluagai	-49.5	-20.2833
Iphiseiodes zuluagai	-39.1541	-13.7747
Galendromus annectens	-49.3619	-20.7488
Typhlodromips furcus	-49.2212	-21.4691
Phytoseius nahuatlensis	-49.9753	-20.4202
Leonseius elbanhawyi	-39.1722	-14.798
Ingaseius silvaticus	-46.9358	-23.2314
Typhlodromalus aripo	-49.3077	-20.8463
Euseius citrifolius	-49.3619	-20.7488
Phytoseius nahuatlensis	-49.5	-20.2833
Amblyseius manauara	-59.9727	-2.8934
Neoseiulus tunus	-49.9753	-20.4202
Euseius citrifolius	-49.3166	-20.7833
Euseius citrifolius	-49.3619	-20.7488
Phytoseius nahuatlensis	-49.89	-20.88
Amblyseius aerialis	-63.9011	-8.7318
Euseius citrifolius	-49.5002	-21.4047
Euseius citrifolius	-49.3594	-20.7855
Euseius concordis	-54.75	-17.3834
Euseius citrifolius	-49.3619	-20.7488
Euseius concordis	-50.3397	-20.9208
Iphiseiodes zuluagai	-49.4338	-20.8322
Phytoseius guianensis	-50.4763	-20.052
Metaseiulus adjacentis	-44.2926	-2.5335
Galendromus sulamericanus	-49.3168	-20.5319
Phytoseius jurute	-49.89	-20.88
Phytoseius guianensis	-49.4338	-20.8322
Euseius citrifolius	-49.2698	-20.9029
Amblyseius acalyphus	-49.4338	-20.8322
Galendromus annectens	-48.5372	-21.6205
Iphiseiodes katukina	-59.9727	-2.8934
Euseius citrifolius	-49.3799	-20.8111
Euseius citrifolius	-49.2698	-20.9029
Euseius alatus	-63.9011	-8.7318
Neoseiulus idaeus	-63.9011	-8.7318
Proprioseiopsis ovatus	-49.6647	-17.4231
Euseius citrifolius	-49.2698	-20.9029
Euseius citrifolius	-49.3594	-20.7855
Euseius citrifolius	-49.3594	-20.7855
Euseius alatus	-49.3077	-20.8463
Euseius sibelius	-49.3619	-20.7488
Neoseiulus tunus	-49.3619	-20.7488
Euseius citrifolius	-49.7461	-20.748
Euseius citrifolius	-49.2698	-20.9029
Euseius citrifolius	-48.6311	-21.4441
Galendromimus alveolaris	-49.3544	-20.7758
Amblydromalus manihoti	-48.6833	-21.4
Euseius alatus	-67.8746	-9.9573
Euseius citrifolius	-49.9602	-20.7907
Typhlodromips sp.	-44.2926	-2.5335
Euseius citrifolius	-48.9147	-21.228
Neoseiulus tunus	-49.3619	-20.7488
Iphiseiodes zuluagai	-48.6311	-21.4441
Typhlodromalus aripo	-48.9147	-21.228
Euseius citrifolius	-49.6647	-17.4231
Euseius citrifolius	-48.9147	-21.228
Euseius sibelius	-49.35	-20.7666
Iphiseiodes zuluagai	-48.5372	-21.6205
Amblyseius chicomendesi	-67.87	-9.96
Galendromus annectens	-49.3544	-20.7758
Amblyseius acalyphus	-48.633	-17.3367
Euseius alatus	-63.9011	-8.7318
Euseius citrifolius	-48.4119	-17.3258
Euseius citrifolius	-49.3544	-20.7758
Euseius alatus	-49.3619	-20.7488
Amblyseius manauara	-59.9727	-2.8934
Galendromimus alveolaris	-49.3544	-20.7758
Neoseiulus tunus	-49.2333	-20.5333
Euseius citrifolius	-49.2698	-20.9029
Euseius concordis	-54.75	-17.3834
Euseius alatus	-44.2926	-2.5335
Iphiseiodes zuluagai	-49.9738	-21.0013
Euseius concordis	-54.75	-17.3834
Euseius citrifolius	-49.3544	-20.7758
Euseius alatus	-67.65	-10.05
Metaseiulus adjacentis	-44.2926	-2.5335
Euseius citrifolius	-49.3594	-20.7855
Euseius citrifolius	-49.3594	-20.7855
Euseius citrifolius	-49.2698	-20.9029
Euseius alatus	-63.9011	-8.7318
Euseius citrifolius	-49.3166	-20.7833
Iphiseiodes zuluagai	-48.6311	-21.4441
Euseius citrifolius	-49.3261	-20.7816
Iphiseiodes zuluagai	-48.6833	-21.4
Galendromus annectens	-63.9011	-8.7318
Phytoseius nahuatlensis	-46.9413	-23.2325
Euseius citrifolius	-49.3544	-20.7758
Transeius bellottii	-49.4338	-20.8322
Euseius citrifolius	-54.75	-17.3834
Neoseiulus tunus	-49.4338	-20.8322
Euseius concordis	-67.65	-10.05
Euseius citrifolius	-48.6311	-21.4441
Euseius citrifolius	-49.2698	-20.9029
Galendromus annectens	-63.9011	-8.7318
Euseius citrifolius	-49.9602	-20.7907
Neoseiulus tunus	-49.5	-20.3166
Euseius citrifolius	-49.3619	-20.7488
Euseius concordis	-48.175	-17.4389
Galendromus annectens	-49.3619	-20.7488
Euseius concordis	-54.75	-17.3834
Euseius citrifolius	-49.3799	-20.8111
Iphiseiodes zuluagai	-48.6311	-21.4441
Galendromus annectens	-49.3544	-20.7758
Galendromus annectens	-49.3594	-20.7855
Neoseiulus tunus	-49.3166	-20.7833
Iphiseiodes zuluagai	-48.6311	-21.4441
Euseius citrifolius	-49.8975	-20.8877
Neoseiulus idaeus	-49.3799	-20.8111
Euseius citrifolius	-48.9475	-19.3217
Euseius citrifolius	-49.3077	-20.8463
Neoseiulus tunus	-49.3619	-20.7488
Euseius alatus	-49.3619	-20.7488
Amblyseius neochiapensis	-47.8827	-15.7941
Amblyseius herbicolus	-48.175	-17.4389
Proprioseiopsis neotropicus	-49.2212	-21.4691
Ricoseius loxocheles	-50.5475	-20.2681
Amblyseius compositus	-50.2933	-20.4736
Euseius citrifolius	-48.9147	-21.228
Euseius citrifolius	-49.2698	-20.9029
Euseius concordis	-50.3397	-20.9208
Euseius citrifolius	-49.3077	-20.8463
Euseius concordis	-54.75	-17.3834
Euseius concordis	-54.75	-17.3834
Typhlodromina subtropica	-39.1541	-13.7747
Euseius citrifolius	-49.3594	-20.7855
Euseius concordis	-49.5	-20.3166
Euseius citrifolius	-48.9147	-21.228
Euseius concordis	-48.6311	-21.4441
Phytoseius nahuatlensis	-49.6647	-17.4231
Proprioseiopsis cannaensis	-49.9648	-20.8072
Galendromus annectens	-49.3544	-20.7758
Phytoseius nahuatlensis	-49.3666	-20.4666
Euseius citrifolius	-48.9147	-21.228
Phytoseius nahuatlensis	-49.35	-20.7666
Euseius citrifolius	-54.75	-17.3834
Euseius concordis	-54.75	-17.3834
Euseius citrifolius	-49.2698	-20.9029
Neoseiulus tunus	-49.6647	-17.4231
Phytoseius jatoba	-49.9648	-20.8072
Iphiseiodes zuluagai	-39.1541	-13.7747
