"species_search"	"decimalLongitude"	"decimalLatitude"
"Amblyseius hexadens"	-47.067222	-22.870278
"Amblyseius hexadens"	-47.6421044	-22.7085719
"Amblyseius hexadens"	-47.6421044	-22.7087729
"Amblyseius nemorivagus"	16.414936	52.600803
"Amblyseius nemorivagus"	16.414936	52.600803
"Amblyseius nemorivagus"	16.414936	52.600803
"Amblyseius igarassuensis"	-50.0871118	-20.0512589
"Amblyseius impressus"	-47.6282033	-22.7087729
"Amblyseius neobernhardi"	25.071606	60.146136
"Amblyseius neobernhardi"	23.3905	64.009666
"Amblyseius neobernhardi"	23.815166	64.239666
"Amblyseius neobernhardi"	25.17	61.62
"Amblyseius neobernhardi"	24.52243	65.042517
"Amblyseius neobernhardi"	23.3905	64.009666
"Amblyseius neobernhardi"	11	51
"Amblyseius neobernhardi"	11	52
"Amblyseius neobernhardi"	13	53
"Amblyseius neobernhardi"	13	53
"Amblyseius neobernhardi"	12	52
"Amblyseius neobernhardi"	13	52
"Amblyseius neobernhardi"	12	50
"Amblyseius neobernhardi"	12	51
"Amblyseius neobernhardi"	11	52
"Amblyseius neobernhardi"	11	52
"Amblyseius neobernhardi"	11	52
"Amblyseius neobernhardi"	12	52
"Amblyseius neobernhardi"	12	52
"Amblyseius neobernhardi"	12	52
"Amblyseius neobernhardi"	12	52
"Amblyseius neobernhardi"	11	51
"Amblyseius neobernhardi"	12	51
"Amblyseius neobernhardi"	11	52
"Amblyseius neobernhardi"	11	51
"Amblyseius neobernhardi"	12	51
"Amblyseius neobernhardi"	12	52
"Amblyseius neobernhardi"	11	51
"Amblyseius ishizuchiensis"	131.55	43.11
"Amblyseius ishizuchiensis"	131.55	43.11
"Amblyseius ishizuchiensis"	127.13	37.76333
"Amblyseius januaricus"	142.44	47.26
"Amblyseius jarooa"	93	10
"Amblyseius kalandadzei"	11.25	43.77
"Amblyseius keni"	-120.009	38.683
"Amblyseius rademacheri"	65.27	57.14
"Amblyseius rademacheri"	9.24894	48.749019
"Amblyseius rademacheri"	9.24894	48.749019
"Amblyseius rademacheri"	9.24894	48.749019
"Amblyseius rademacheri"	9.24894	48.749019
"Amblyseius rademacheri"	9.24894	48.749019
"Amblyseius rademacheri"	13	52
"Amblyseius rademacheri"	13	52
"Amblyseius lentiginosus"	150.87	-30.75
"Amblyseius lentiginosus"	145.62	-17.83
"Amblyseius lentiginosus"	150.87	-30.75
"Amblyseius lentiginosus"	150.87	-30.75
"Amblyseius lentiginosus"	149.57	-33.42
"Amblyseius lentiginosus"	149.57	-33.42
"Amblyseius lentiginosus"	149.57	-33.42
"Amblyseius lentiginosus"	149.57	-33.42
"Amblyseius longipilus"	55.53241	-21.13317
"Amblyseius longipilus"	55.53241	-21.13317
"Amblyseius longipilus"	55.53241	-21.13317
"Amblyseius martus"	-59	5
"Amblyseius megaporos"	-96.16831	19.19684
"Amblyseius myrtilli"	68.4	55.42
"Amblyseius nayaritensis"	-105.287113	21.533868
"Amblyseius neoankaratrae"	55.53241	-21.13317
"Amblyseius neoankaratrae"	55.53241	-21.13317
"Amblyseius neoankaratrae"	55.53241	-21.13317
"Amblyseius neochiapensis"	-49.3018085	-21.0537648
"Amblyseius neochiapensis"	-49.3018085	-21.0537648
"Amblyseius neochiapensis"	-49.9743136	-21.001862
"Amblyseius neochiapensis"	-50.2937152	-20.4740597
"Amblyseius neochiapensis"	-49.6204098	-20.8010623
"Amblyseius neochiapensis"	-49.6912112	-20.762661
"Amblyseius neochiapensis"	-47.4743001	-21.939371
"Amblyseius neochiapensis"	-47.8229003	-21.91437
"Amblyseius neolargoensis"	55.53241	-21.13317
"Amblyseius neolargoensis"	55.53241	-21.13317
"Amblyseius neolargoensis"	55.53241	-21.13317
"Amblyseius operculatus"	-61.286743	10.667729
"Amblyseius operculatus"	-47.8337126	-24.9171785
"Amblyseius operculatus"	-47.8837119	-24.6143766
"Amblyseius cessator"	-82.41681	36.14511
"Amblyseius orientalis"	142.46	46.56
"Amblyseius orientalis"	142.33	46.49
"Amblyseius orientalis"	142.47	47.24
"Amblyseius orientalis"	142.46	46.56
"Amblyseius orientalis"	128.47	36.32
"Amblyseius orientalis"	128.47	36.32
"Amblyseius parasundi"	45.14743	-12.8206
"Amblyseius parasundi"	45.14743	-12.8206
"Amblyseius silvaticus"	65.04	57.04
"Amblyseius silvaticus"	11.222	59.093
"Amblyseius silvaticus"	11.039	59.292
"Amblyseius silvaticus"	-1.15	42.68
"Amblyseius silvaticus"	-1.15	42.68
"Amblyseius paulofariensis"	-50.2937152	-20.4740597
"Amblyseius perditus"	-85.389	10.88
"Amblyseius pinicolus"	6.4	52.1
"Amblyseius popularis"	-81.92	40.78
"Amblyseius popularis"	-81.92	40.78
"Amblyseius popularis"	-81.92	40.78
"Amblyseius popularis"	-81.92	40.78
"Amblyseius popularis"	-82.99881	39.961166
"Amblyseius proresinae"	8.748999	49.348947
"Amblyseius proresinae"	11	52
"Amblyseius proresinae"	11	52
"Amblyseius proresinae"	11	52
"Amblyseius proresinae"	11	52
"Amblyseius proresinae"	11	52
"Amblyseius proresinae"	11	52
"Amblyseius punctatus"	-78.76	35.87
"Amblyseius pusillus"	-78.33	40.07
"Amblyseius pusillus"	-78.33	40.07
"Amblyseius pusillus"	-78.33	40.07
"Amblyseius rangatensis"	93	10
"Amblyseius saurus"	-82.41681	36.14511
"Amblyseius schusteri"	-122.88	38.07
"Amblyseius schusteri"	-120	38
"Amblyseius segregans"	-61.65	16.05
"Amblyseius segregans"	-61.466667	16.516666
"Amblyseius segregans"	-61.65	16.183332
"Amblyseius segregans"	-59	5
"Amblyseius segregans"	-61.01929	14.65485
"Amblyseius segregans"	-61.01929	14.65485
"Amblyseius segregans"	-61.53977	16.19759
"Amblyseius segregans"	-61.53977	16.19759
"Amblyseius segregans"	-61.01929	14.65485
"Amblyseius segregans"	-61.53977	16.19759
"Amblyseius similifloridanus"	26.537	64.5545
"Amblyseius similifloridanus"	25.821791	63.079063
"Amblyseius similifloridanus"	27.206431	60.541012
"Amblyseius similifloridanus"	25.992274	64.925091
"Amblyseius similifloridanus"	10	51
"Amblyseius similifloridanus"	10	51
"Amblyseius similifloridanus"	10	51
"Amblyseius similifloridanus"	11	52
"Amblyseius similifloridanus"	11	52
"Amblyseius similifloridanus"	11	52
"Amblyseius similifloridanus"	12	51
"Amblyseius similifloridanus"	12	51
"Amblyseius similifloridanus"	12	50
"Amblyseius similifloridanus"	10	51
"Amblyseius similifloridanus"	11	52
"Amblyseius similifloridanus"	12	51
"Amblyseius similifloridanus"	12	50
"Amblyseius solens"	-81.72	40.54
"Amblyseius solens"	-80.26838	25.72149
"Amblyseius solens"	-61.53977	16.19759
"Amblyseius solens"	-61.53977	16.19759
"Amblyseius solens"	-61.53977	16.19759
"Amblyseius stramenti"	8.748999	49.348947
"Amblyseius stramenti"	13	52
"Amblyseius stramenti"	14	52
"Amblyseius stramenti"	12	51
"Amblyseius stramenti"	13	52
"Amblyseius stramenti"	13	53
"Amblyseius stramenti"	13	52
"Amblyseius stramenti"	13	52
"Amblyseius stramenti"	13	52
"Amblyseius stramenti"	13	52
"Amblyseius stramenti"	13	52
"Amblyseius stramenti"	13	52
"Amblyseius sundi"	-61.53977	16.19759
"Amblyseius sundi"	-61.53977	16.19759
"Amblyseius sundi"	-61.53977	16.19759
"Amblyseius sylvestris"	5.539	60.383
"Amblyseius sylvestris"	5.308	60.478
"Amblyseius tavasticus"	25.049722	61.254077
"Amblyseius tavasticus"	26	60.6
"Amblyseius tennesseensis"	-82.41681	36.14511
"Amblyseius tenuis"	13	52
"Amblyseius tenuis"	13	52
"Amblyseius tsugawai"	104.691	38.0733
"Amblyseius tubae"	12	50
"Amblyseius tubae"	10	51
"Amblyseius tubae"	12	51
"Amblyseius tubae"	12	51
"Amblyseius tubae"	12	51
"Amblyseius tubae"	12	51
"Amblyseius tubae"	12	50
"Amblyseius tubae"	12	51
"Amblyseius valsoensis"	21.070819	63.433155
"Amblyseius waltersi"	151.35	-33.67
"Amblyseius yunnanensis"	-65.791274	18.310509
"Aristadromips masseei"	13.06667	55.65
"Aristadromips masseei"	8.249081	48.649021
"Aristadromips masseei"	13	52
"Arrenoseius crassipes"	-61.65	16.183332
"Arrenoseius crassipes"	-61.53977	16.19759
"Arrenoseius crassipes"	-61.53977	16.19759
"Arrenoseius crassipes"	-61.53977	16.19759
"Arrenoseius morgani"	-76.552	44.5625
"Arrenoseius morgani"	-76.55	44.56
"Arrenoseius morgani"	-76.5522	44.563
"Arrenoseius morgani"	-76.55	44.56
"Arrenoseius morgani"	-76.3238	44.5652
"Arrenoseius morgani"	-82.5084	41.9257
"Arrenoseius morgani"	-75.865	44.453
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-81.23	45
"Arrenoseius morgani"	-79.98	44.83
"Arrenoseius morgani"	-79.9846	44.8253
"Arrenoseius morgani"	-81.2334	44.9954
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-78.167	38.892
"Arrenoseius morgani"	-80.33	42.71
"Arrenoseius morgani"	-80.3285	42.7052
"Arrenoseius morgani"	-63.085	46.4123
"Arrenoseius morgani"	-86.2893	48.601
"Arrenoseius morgani"	-83.4986	35.6859
"Arrenoseius morgani"	-83.4986	35.6859
"Arrenoseius morgani"	-99.898	50.676
"Arrenoseius morgani"	-99.898	50.676
"Arrenoseius morgani"	-99.898	50.676
"Arrenoseius morgani"	-83.4986	35.6859
"Arrenoseius morgani"	-83.4986	35.6859
"Arrenoseius morgani"	-83.4986	35.6859
"Arrenoseius morgani"	-83.4986	35.6859
"Arrenoseius morgani"	-64.62	46.4
"Arrenoseius morgani"	-80.05	41.69
"Arrenoseius morgani"	-84.41	30.62
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-60.008	43.933
"Arrenoseius lecanis"	-63.085	46.4123
"Arrenoseius lecanis"	-63.085	46.4123
"Arrenoseius lecanis"	-63.085	46.4123
"Arrenoseius longulus"	14.4	47.5
"Arrenoseius longulus"	14.4	47.5
"Arrenoseius longulus"	14.4	47.5
"Arrenoseius timagami"	-109.153	52.444
"Arrenoseius timagami"	-117.043	49.281
"Arrenoseius urquharti"	-61.53977	16.19759
"Arrenoseius urquharti"	-61.53977	16.19759
"Arrenoseius urquharti"	-61.53977	16.19759
"Asperoseius australiensis"	91.7808	22.4685
"Asperoseius australiensis"	91.7808	22.4685
"Asperoseius henryae"	48.4256	-18.9484
"Asperoseius henryae"	48.4256	-18.9484
"Asperoseius lagunensis"	101.75	3.317
"Asperoseius lagunensis"	101.75	3.317
"Australiseiulus australicus"	153.15	-28.22
"Australiseiulus australicus"	153.15	-28.22
"Australiseiulus australicus"	151.883333	-28.216667
"Australiseiulus australicus"	150.93	-28.28
"Australiseiulus australicus"	151.883333	-28.216667
"Australiseiulus australicus"	151.883333	-28.216667
"Australiseiulus australicus"	151.883333	-28.216667
"Australiseiulus australicus"	151.883333	-28.216667
"Australiseiulus australicus"	151.883333	-28.216667
"Australiseiulus australicus"	151.883333	-28.216667
"Australiseiulus australicus"	151.883333	-28.216667
"Australiseiulus australicus"	150.93	-28.28
"Australiseiulus australicus"	151.883333	-28.216667
"Australiseiulus australicus"	153.13	-28.23
"Australiseiulus australicus"	145.37	-38.2
"Australiseiulus australicus"	145.37	-38.2
"Australiseiulus australicus"	145.37	-38.2
"Australiseiulus australicus"	145.37	-38.2
"Australiseiulus australicus"	145.37	-38.2
"Australiseiulus goondi"	150.57	-28.48
"Australiseiulus goondi"	150.57	-28.48
"Chanteius contiguus"	45.14743	-12.8206
"Chanteius contiguus"	45.14743	-12.8206
"Chelaseius arnei"	0.30145	44.25341
"Chelaseius floridanus"	-114.013	49.059
"Chelaseius floridanus"	-114.013	49.059
"Chelaseius floridanus"	-114.013	49.059
"Chelaseius floridanus"	-114.013	49.059
"Chelaseius floridanus"	-114.013	49.059
"Chelaseius floridanus"	-114.013	49.059
"Chelaseius floridanus"	-114.013	49.059
"Chelaseius floridanus"	-121.95	36.57
"Chelaseius floridanus"	-121.95	36.57
"Chelaseius floridanus"	-121.95	36.57
"Chelaseius floridanus"	-121.95	36.57
"Chelaseius floridanus"	-121.91	37.88
"Chelaseius floridanus"	-121.91	37.88
"Chelaseius floridanus"	-121.91	37.88
"Chelaseius floridanus"	-121.91	37.88
"Chelaseius floridanus"	-121.91	37.88
"Chelaseius floridanus"	-121.91	37.88
"Chelaseius floridanus"	-121.91	37.88
"Chelaseius floridanus"	-121.91	37.88
"Chelaseius floridanus"	-121.91	37.88
"Chelaseius floridanus"	-77.6	40.6
"Chelaseius floridanus"	-81.37	24.69
"Chelaseius floridanus"	-74.44	42.59
"Chelaseius floridanus"	-92.33	39.1
"Chelaseius floridanus"	-78.74	35.85
"Chelaseius floridanus"	-78.74	35.85
"Chelaseius floridanus"	-78.74	35.85
"Chelaseius floridanus"	-78.74	35.85
"Chelaseius floridanus"	-78.74	35.85
"Chelaseius floridanus"	-78.86	35.91
"Chelaseius lativentris"	-46.568056	-23.093056
"Chelaseius tundra"	-82.59	39.59
"Chelaseius tundra"	-82.59	39.59
"Chelaseius tundra"	-82.59	39.59
"Chelaseius tundra"	-82.59	39.59
"Chelaseius tundra"	-82.59	39.59
"Chelaseius vicinus"	-78.74	35.85
"Chelaseius vicinus"	-78.74	35.85
"Chelaseius vicinus"	-78.74	35.85
"Chelaseius vicinus"	-78.74	35.85
"Chelaseius vicinus"	-78.74	35.85
"Eharius chergui"	2.97	34.51
"Eharius chergui"	2.97	34.51
"Eharius chergui"	35.93	31.95
"Euseius alatus"	-59	5
"Euseius alatus"	-47.6282033	-22.7087729
"Euseius amissibilis"	68.78	38.6
"Euseius amissibilis"	68.78	38.6
"Euseius concordis"	-50.3401147	-20.9212599
"Euseius concordis"	-49.9240098	-20.0787604
"Euseius concordis"	-49.9240098	-20.0787604
"Euseius concordis"	-50.0871118	-20.0512589
"Euseius concordis"	-49.5007128	-21.4051634
"Euseius concordis"	-49.5007128	-21.4051634
"Euseius concordis"	-49.5007128	-21.4051634
"Euseius concordis"	-49.9743136	-21.001862
"Euseius concordis"	-49.9265151	-20.9215629
"Euseius concordis"	-49.9265151	-20.9215629
"Euseius concordis"	-50.2937152	-20.4740597
"Euseius concordis"	-48.5376072	-21.6210674
"Euseius concordis"	-48.5376072	-21.6210674
"Euseius concordis"	-50.3401147	-20.9212599
"Euseius concordis"	-50.3401147	-20.9212599
"Euseius concordis"	-49.9240098	-20.0787604
"Euseius concordis"	-50.4343128	-20.004057
"Euseius concordis"	-50.4343128	-20.004057
"Euseius concordis"	-49.5007128	-21.4051634
"Euseius concordis"	-49.5007128	-21.4051634
"Euseius concordis"	-49.5007128	-21.4051634
"Euseius concordis"	-49.9265151	-20.9215629
"Euseius concordis"	-48.5376072	-21.6210674
"Euseius concordis"	-48.9151075	-21.2285653
"Euseius concordis"	-49.280709	-20.9254625
"Euseius concordis"	-48.6315063	-21.4446676
"Euseius concordis"	-48.6315063	-21.4446676
"Euseius concordis"	-48.6315063	-21.4446676
"Euseius concordis"	-48.6315063	-21.4446676
"Euseius concordis"	-48.6315063	-21.4446676
"Euseius concordis"	-48.6315063	-21.4446676
"Euseius concordis"	-49.3623091	-20.7493628
"Euseius concordis"	-49.3623091	-20.7493628
"Euseius concordis"	-49.3623091	-20.7493628
"Euseius concordis"	-49.3543101	-20.7798629
"Euseius concordis"	-49.3543101	-20.7798629
"Euseius concordis"	-49.35761	-20.7448628
"Euseius concordis"	-49.35761	-20.7448628
"Euseius concordis"	-48.6326043	-21.4437666
"Euseius concordis"	-49.357907	-20.7432627
"Euseius concordis"	-49.357907	-20.7432627
"Euseius concordis"	-49.280709	-20.9254625
"Euseius concordis"	-49.3623091	-20.7493628
"Euseius concordis"	-49.3568091	-20.7693628
"Euseius concordis"	-49.3568091	-20.7693628
"Euseius concordis"	-49.3504072	-20.833763
"Euseius concordis"	-49.3504072	-20.833763
"Euseius concordis"	-49.3504072	-20.833763
"Euseius concordis"	-49.3504072	-20.833763
"Euseius concordis"	-49.3504072	-20.833763
"Euseius concordis"	-49.3504072	-20.833763
"Euseius concordis"	-49.3504072	-20.833763
"Euseius concordis"	-49.3504072	-20.833763
"Euseius concordis"	-49.3504072	-20.833763
"Euseius concordis"	-49.3568091	-20.7693628
"Euseius concordis"	-49.3568091	-20.7693628
"Euseius concordis"	-91.32	14.53
"Euseius concordis"	-86.27	12.15
"Euseius concordis"	-47.6282033	-22.7087729
"Euseius concordis"	-49.0332059	-20.7168634
"Euseius concordis"	-49.0610071	-20.7318624
"Euseius concordis"	-47.8229003	-21.91437
"Euseius citrifolius"	-47.067222	-22.870278
"Euseius citrifolius"	-47.067222	-22.870278
"Euseius citrifolius"	-47.067222	-22.870278
"Euseius citrifolius"	-49.9240098	-20.0787604
"Euseius citrifolius"	-50.0871118	-20.0512589
"Euseius citrifolius"	-49.5007128	-21.4051634
"Euseius citrifolius"	-49.9265151	-20.9215629
"Euseius citrifolius"	-49.9265151	-20.9215629
"Euseius citrifolius"	-49.9240098	-20.0787604
"Euseius citrifolius"	-49.9240098	-20.0787604
"Euseius citrifolius"	-50.0871118	-20.0512589
"Euseius citrifolius"	-50.4343128	-20.004057
"Euseius citrifolius"	-49.5007128	-21.4051634
"Euseius citrifolius"	-49.5007128	-21.4051634
"Euseius citrifolius"	-48.5376072	-21.6210674
"Euseius citrifolius"	-48.9151075	-21.2285653
"Euseius citrifolius"	-49.4473091	-20.9254621
"Euseius citrifolius"	-49.4473091	-20.9254621
"Euseius citrifolius"	-49.4473091	-20.9254621
"Euseius citrifolius"	-49.4473091	-20.9254621
"Euseius citrifolius"	-49.4473091	-20.9254621
"Euseius citrifolius"	-49.4473091	-20.9254621
"Euseius citrifolius"	-49.9935123	-20.8446615
"Euseius citrifolius"	-49.9715128	-20.7071602
"Euseius citrifolius"	-49.7929108	-20.7410627
"Euseius citrifolius"	-49.3268099	-20.7823629
"Euseius citrifolius"	-49.9715128	-20.7071602
"Euseius citrifolius"	-49.7929108	-20.7410627
"Euseius citrifolius"	-49.3268099	-20.7823629
"Euseius citrifolius"	-49.0340069	-20.7248635
"Euseius citrifolius"	-48.644806	-20.5571638
"Euseius citrifolius"	-48.5835025	-20.5143649
"Euseius citrifolius"	-49.3265079	-20.7821629
"Euseius citrifolius"	-49.3265079	-20.7821629
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-48.9154085	-21.2290653
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-48.9154085	-21.2290653
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-48.9154085	-21.2290653
"Euseius citrifolius"	-48.9154085	-21.2290653
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-48.9154085	-21.2290653
"Euseius citrifolius"	-48.9154085	-21.2290653
"Euseius citrifolius"	-48.9154085	-21.2290653
"Euseius citrifolius"	-48.9154085	-21.2290653
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-49.6204098	-20.8010623
"Euseius citrifolius"	-49.6204098	-20.8010623
"Euseius citrifolius"	-49.6704091	-20.7943612
"Euseius citrifolius"	-49.7965128	-20.7529627
"Euseius citrifolius"	-49.7965128	-20.7529627
"Euseius citrifolius"	-49.6110097	-20.7843613
"Euseius citrifolius"	-49.6912112	-20.762661
"Euseius citrifolius"	-49.6204098	-20.8010623
"Euseius citrifolius"	-49.6935112	-20.7779621
"Euseius citrifolius"	-49.6704091	-20.7943612
"Euseius citrifolius"	-49.7465125	-20.7485618
"Euseius citrifolius"	-49.8473132	-20.7654606
"Euseius citrifolius"	-49.9565129	-20.7882615
"Euseius citrifolius"	-49.8929151	-20.9793632
"Euseius citrifolius"	-49.9896149	-21.0551632
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-48.9154085	-21.2290653
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-49.3623091	-20.7493628
"Euseius citrifolius"	-49.3623091	-20.7493628
"Euseius citrifolius"	-49.3623091	-20.7493628
"Euseius citrifolius"	-49.3623091	-20.7493628
"Euseius citrifolius"	-49.3623091	-20.7493628
"Euseius citrifolius"	-49.3623091	-20.7493628
"Euseius citrifolius"	-49.3623091	-20.7493628
"Euseius citrifolius"	-49.3623091	-20.7493628
"Euseius citrifolius"	-49.3623091	-20.7493628
"Euseius citrifolius"	-49.3623091	-20.7493628
"Euseius citrifolius"	-49.3623091	-20.7493628
"Euseius citrifolius"	-49.3623091	-20.7493628
"Euseius citrifolius"	-49.3543101	-20.7798629
"Euseius citrifolius"	-49.3543101	-20.7798629
"Euseius citrifolius"	-49.3543101	-20.7798629
"Euseius citrifolius"	-49.3543101	-20.7798629
"Euseius citrifolius"	-49.3543101	-20.7798629
"Euseius citrifolius"	-49.3543101	-20.7798629
"Euseius citrifolius"	-49.3543101	-20.7798629
"Euseius citrifolius"	-49.3543101	-20.7798629
"Euseius citrifolius"	-49.3543101	-20.7798629
"Euseius citrifolius"	-49.3543101	-20.7798629
"Euseius citrifolius"	-49.3543101	-20.7798629
"Euseius citrifolius"	-49.3604102	-20.7846639
"Euseius citrifolius"	-48.9154085	-21.2290653
"Euseius citrifolius"	-49.35761	-20.7448628
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-48.9154085	-21.2290653
"Euseius citrifolius"	-48.9154085	-21.2290653
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-49.35761	-20.7448628
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-48.9151075	-21.2285653
"Euseius citrifolius"	-48.9148055	-21.2287653
"Euseius citrifolius"	-48.6326043	-21.4437666
"Euseius citrifolius"	-48.6326043	-21.4437666
"Euseius citrifolius"	-49.357907	-20.7432627
"Euseius citrifolius"	-49.357907	-20.7432627
"Euseius citrifolius"	-48.9154085	-21.2290653
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-48.6315063	-21.4446676
"Euseius citrifolius"	-49.3604102	-20.7846639
"Euseius citrifolius"	-49.3604102	-20.7846639
"Euseius citrifolius"	-49.280709	-20.9254625
"Euseius citrifolius"	-49.3604102	-20.7846639
"Euseius citrifolius"	-49.3604102	-20.7846639
"Euseius citrifolius"	-49.3623091	-20.7493628
"Euseius citrifolius"	-49.3568091	-20.7693628
"Euseius citrifolius"	-49.3568091	-20.7693628
"Euseius citrifolius"	-47.6282033	-22.7087729
"Euseius citrifolius"	-49.0332059	-20.7168634
"Euseius citrifolius"	-49.0610071	-20.7318624
"Euseius citrifolius"	-47.4743001	-21.939371
"Euseius citrifolius"	-47.8229003	-21.91437
"Euseius citrifolius"	-47.7885022	-21.6040692
"Euseius scutalis"	34.9	29.5
"Euseius scutalis"	34.9	29.5
"Euseius scutalis"	36	34
"Euseius scutalis"	35.8	34.4
"Euseius scutalis"	35.8	34.4
"Euseius scutalis"	35.8	34.4
"Euseius scutalis"	35.8	34.4
"Euseius scutalis"	36	34
"Euseius scutalis"	35.8	34.4
"Euseius scutalis"	35.8	34.4
"Euseius scutalis"	35.3	33.5
"Euseius scutalis"	35.3	33.5
"Euseius scutalis"	35.3	33.5
"Euseius scutalis"	35.3	33.5
"Euseius scutalis"	35.8	34.4
"Euseius scutalis"	35.8	34.4
"Euseius scutalis"	35.8	34.4
"Euseius scutalis"	34.93	31.96
"Euseius scutalis"	34.83	32
"Euseius scutalis"	34.83	32
"Euseius dowdi"	145.48	-17.43
"Euseius dowdi"	145.4	-16.55
"Euseius dowdi"	145.48	-17.43
"Euseius elinae"	146.383333	-39.116667
"Euseius elinae"	146.35	-38.9
"Euseius elinae"	138.616669	-35.016666
"Euseius finlandicus"	39.91	43.48
"Euseius finlandicus"	39.91	43.48
"Euseius finlandicus"	14.475555	46.048332
"Euseius finlandicus"	30.43	59.94
"Euseius finlandicus"	13.630278	45.47889
"Euseius finlandicus"	14.514167	46.03389
"Euseius finlandicus"	-75.894	45.3247
"Euseius finlandicus"	-75.894	45.3247
"Euseius finlandicus"	-80.51	43.4657
"Euseius finlandicus"	-80.3652	43.3736
"Euseius finlandicus"	-80.3652	43.3736
"Euseius finlandicus"	-80.3652	43.3736
"Euseius finlandicus"	-80.354	43.3739
"Euseius finlandicus"	-80.354	43.3739
"Euseius finlandicus"	-80.354	43.3739
"Euseius finlandicus"	-80.3652	43.3736
"Euseius finlandicus"	-80.3652	43.3736
"Euseius finlandicus"	-80.3652	43.3736
"Euseius finlandicus"	-79.67	43.564
"Euseius finlandicus"	-79.1897	43.8223
"Euseius finlandicus"	-82.529	41.9641
"Euseius finlandicus"	-82.529	41.9641
"Euseius finlandicus"	-82.529	41.9641
"Euseius finlandicus"	-82.529	41.9641
"Euseius finlandicus"	-82.529	41.9641
"Euseius finlandicus"	-82.529	41.964
"Euseius finlandicus"	-82.529	41.964
"Euseius finlandicus"	-82.529	41.964
"Euseius finlandicus"	-82.529	41.964
"Euseius finlandicus"	-82.529	41.964
"Euseius finlandicus"	-82.529	41.964
"Euseius finlandicus"	-82.529	41.964
"Euseius finlandicus"	-82.529	41.964
