"species_search"	"decimalLongitude"	"decimalLatitude"
"Metaseiulus herbertae"	-79.8744	44.8515
"Metaseiulus herbertae"	-79.8744	44.8515
"Metaseiulus herbertae"	-65.2455	44.4066
"Metaseiulus herbertae"	-75.865	44.475
"Metaseiulus herbertae"	-75.865	44.475
"Metaseiulus herbertae"	-75.865	44.475
"Metaseiulus herbertae"	-75.865	44.475
"Metaseiulus herbertae"	-75.865	44.475
"Metaseiulus herbertae"	-75.865	44.475
"Metaseiulus herbertae"	-75.865	44.475
"Metaseiulus herbertae"	-75.865	44.475
"Metaseiulus herbertae"	-83.4986	35.6859
"Metaseiulus neoflumenis"	-61.53977	16.19759
"Metaseiulus neoflumenis"	-61.53977	16.19759
"Metaseiulus neoflumenis"	-61.53977	16.19759
"Metaseiulus citri"	-135.081	60.724
"Metaseiulus citri"	-120.037	51.65
"Metaseiulus citri"	-116.188	51.436
"Metaseiulus citri"	-116.188	51.436
"Metaseiulus citri"	-117.517	51.306
"Metaseiulus citri"	-117.517	51.306
"Metaseiulus citri"	-117.517	51.306
"Metaseiulus citri"	-117.517	51.306
"Metaseiulus citri"	-117.517	51.306
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-111.906	60.002
"Metaseiulus citri"	-116.188	51.436
"Metaseiulus citri"	-116.188	51.436
"Metaseiulus citri"	-116.188	51.436
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-116.528	51.365
"Metaseiulus citri"	-134.953	60.5954
"Metaseiulus citri"	-113.976	62.5347
"Metaseiulus citri"	-116.188	51.436
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-117.522	51.301
"Metaseiulus citri"	-111.906	60.002
"Metaseiulus citri"	-117.649	51.243
"Metaseiulus citri"	-114.238	50.684
"Metaseiulus citri"	-72.9698	46.6507
"Metaseiulus citri"	-120.528	50.658
"Metaseiulus citri"	-86.2893	48.601
"Metaseiulus citri"	-118.207	51.022
"Metaseiulus citri"	-118.077	52.867
"Metaseiulus citri"	-118.207	51.022
"Metaseiulus citri"	-116.063	51.35
"Metaseiulus citri"	-115.51	51.209
"Metaseiulus citri"	-115.51	51.209
"Metaseiulus citri"	-118.077	52.867
"Metaseiulus citri"	-118.077	52.867
"Metaseiulus citri"	-114.013	49.059
"Metaseiulus citri"	-93.7809	58.7307
"Metaseiulus citri"	-93.7809	58.7307
"Metaseiulus citri"	-93.8513	58.6964
"Metaseiulus citri"	-93.7804	58.7306
"Metaseiulus citri"	-121.1969	38.1646
"Metaseiulus citri"	-122.26	37.94
"Metaseiulus pini"	-125.647	49.027
"Metaseiulus pomi"	-83	39.96
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.72	40.54
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.72	40.54
"Metaseiulus pomi"	-81.72	40.54
"Metaseiulus pomi"	-81.93	40.72
"Metaseiulus pomi"	-81.72	40.54
"Metaseiulus pomi"	-81.72	40.54
"Metaseiulus pomi"	-81.72	40.54
"Metaseiulus pomi"	-81.72	40.54
"Metaseiulus pomi"	-81.72	40.54
"Metaseiulus pomi"	-81.72	40.54
"Metaseiulus pomi"	-81.72	40.54
"Metaseiulus pomi"	-81.72	40.54
"Metaseiulus pomi"	-81.72	40.54
"Metaseiulus pomi"	-95.24	38.97
"Metaseiulus pomi"	-75.34	40.58
"Metaseiulus pomoides"	-117.134	32.8263
"Metaseiulus validus"	-119.581	49.284
"Metaseiulus validus"	-119.581	49.284
"Moraeseius papayana"	45.14743	-12.8206
"Moraeseius papayana"	45.14743	-12.8206
"Neoseiulella aceri"	8.082438	48.649019
"Neoseiulella aceri"	9.24894	48.749019
"Neoseiulella aceri"	9.24894	48.749019
"Neoseiulella aceri"	9.24894	48.749019
"Neoseiulella aceri"	0.2	51.6
"Neoseiulella nesbitti"	175.334	-37.802
"Neoseiulella nesbitti"	146.4	-38.866667
"Neoseiulella nesbitti"	146.386944	-39.115556
"Neoseiulella nesbitti"	153.116667	-28.216667
"Neoseiulella nesbitti"	153.116667	-28.216667
"Neoseiulella nesbitti"	153.116667	-28.216667
"Neoseiulella nesbitti"	153.116667	-28.216667
"Neoseiulella nesbitti"	153.116667	-28.216667
"Neoseiulella coreen"	145.63	-17.28
"Neoseiulella coreen"	145.52	-17.68
"Neoseiulella coreen"	145.52	-17.68
"Neoseiulella coreen"	145.63	-17.28
"Neoseiulella coreen"	145.78	-17.62
"Neoseiulella coreen"	145.52	-17.68
"Neoseiulella coreen"	145.63	-17.28
"Neoseiulella coreen"	145.62	-17.83
"Neoseiulella coreen"	145.78	-17.62
"Neoseiulella coreen"	145.52	-17.68
"Neoseiulella coreen"	145.63	-17.28
"Neoseiulella coreen"	145.52	-17.68
"Neoseiulella coreen"	145.63	-17.28
"Neoseiulella coreen"	145.78	-17.62
"Neoseiulella coreen"	145.63	-17.28
"Neoseiulella coreen"	145.78	-17.62
"Neoseiulella coreen"	145.63	-17.28
"Neoseiulella coreen"	145.52	-17.68
"Neoseiulella coreen"	145.52	-17.68
"Neoseiulella dachanti"	153.13	-28.23
"Neoseiulella dachanti"	152.77	-27.33
"Neoseiulella dachanti"	152.77	-27.33
"Neoseiulella dachanti"	145.28	-16.58
"Neoseiulella dachanti"	145.28	-16.58
"Neoseiulella dachanti"	145.28	-16.58
"Neoseiulella dachanti"	145.28	-16.58
"Neoseiulella dachanti"	145.28	-16.58
"Neoseiulella dachanti"	146.4	-38.866667
"Neoseiulella dachanti"	146.4	-38.866667
"Neoseiulella dachanti"	146.4	-38.866667
"Neoseiulella dachanti"	146.18	-18.93
"Neoseiulella dachanti"	146.18	-18.93
"Neoseiulella dachanti"	146.4	-38.866667
"Neoseiulella dachanti"	146.18	-18.93
"Neoseiulella dachanti"	146.18	-18.93
"Neoseiulella dachanti"	152.383333	-28.05
"Neoseiulella dachanti"	146.18	-18.93
"Neoseiulella dachanti"	146.18	-18.93
"Neoseiulella dachanti"	146.18	-18.93
"Neoseiulella dachanti"	153.066667	-28.383333
"Neoseiulella dachanti"	146.18	-18.93
"Neoseiulella dachanti"	146.35	-38.9
"Neoseiulella dachanti"	146.18	-18.93
"Neoseiulella dachanti"	146.4	-38.866667
"Neoseiulella dachanti"	146.4	-38.866667
"Neoseiulella dachanti"	146.4	-38.866667
"Neoseiulella dachanti"	146.4	-38.866667
"Neoseiulella dachanti"	146.4	-38.866667
"Neoseiulella dachanti"	146.4	-38.866667
"Neoseiulella dachanti"	146.4	-38.87
"Neoseiulella eiko"	145.37	-17.38
"Neoseiulella eiko"	145.37	-17.38
"Neoseiulella eiko"	145.28	-16.58
"Neoseiulella eiko"	145.87	-17.35
"Neoseiulella eiko"	145.37	-17.38
"Neoseiulella eiko"	145.87	-17.35
"Neoseiulella eiko"	145.87	-17.35
"Neoseiulella eiko"	145.28	-16.58
"Neoseiulella eiko"	145.28	-16.58
"Neoseiulella eiko"	145.28	-16.58
"Neoseiulella elaeocarpi"	146.654	-43.095
"Neoseiulella elaeocarpi"	146.654	-43.095
"Neoseiulella elaeocarpi"	146.654	-43.095
"Neoseiulella elaeocarpi"	153.13	-28.23
"Neoseiulella elisae"	152.23	-28.07
"Neoseiulella elisae"	152.23	-28.07
"Neoseiulella tiliarum"	42.47	43.59
"Neoseiulella tiliarum"	42.47	43.59
"Neoseiulella tiliarum"	9.582234	48.349067
"Neoseiulella tiliarum"	10.748726	48.749031
"Neoseiulella tiliarum"	11.915167	51.548723
"Neoseiulella tiliarum"	11.915167	51.548723
"Neoseiulella tiliarum"	10.748726	48.749031
"Neoseiulella tiliarum"	9.748866	48.849012
"Neoseiulella tiliarum"	9.748866	48.849012
"Neoseiulella tiliarum"	9.582231	48.449055
"Neoseiulella tiliarum"	9.082298	48.649029
"Neoseiulella tiliarum"	9.082298	48.649029
"Neoseiulella tiliarum"	9.082298	48.649029
"Neoseiulella tiliarum"	9.082298	48.649029
"Neoseiulella tiliarum"	8.582364	48.849002
"Neoseiulella tiliarum"	8.582364	48.849002
"Neoseiulella tiliarum"	9.082296	48.749017
"Neoseiulella tiliarum"	9.082296	48.749017
"Neoseiulella tiliarum"	8.082438	48.649019
"Neoseiulella tiliarum"	9.24894	48.749019
"Neoseiulella tiliarum"	7.582478	51.348727
"Neoseiulella tiliarum"	8.082438	48.649019
"Neoseiulella tiliarum"	16.3	48.2
"Neoseiulella tiliarum"	9.24894	48.749019
"Neoseiulella tiliarum"	9.24894	48.749019
"Neoseiulella tiliarum"	9.24894	48.749019
"Neoseiulella tiliarum"	6.915909	50.948769
"Neoseiulella tiliarum"	8.582364	48.849002
"Neoseiulella tiliarum"	-1.5	43.4
"Neoseiulella tiliarum"	8.082438	48.649019
"Neoseiulella tiliarum"	8.082438	48.649019
"Neoseiulella tiliarum"	8.082438	48.649019
"Neoseiulella tiliarum"	8.082438	48.649019
"Neoseiulella tiliarum"	8.082438	48.649019
"Neoseiulella tiliarum"	8.082438	48.649019
"Neoseiulella tiliarum"	8.082438	48.649019
"Neoseiulella tiliarum"	8.249081	48.649021
"Neoseiulella tiliarum"	9.24894	48.749019
"Neoseiulella tiliarum"	9.24894	48.749019
"Neoseiulella tiliarum"	9.24894	48.749019
"Neoseiulella tiliarum"	9.24894	48.749019
"Neoseiulella tiliarum"	9.24894	48.749019
"Neoseiulella tiliarum"	10.082104	52.648584
"Neoseiulella tiliarum"	14.085	46.367775
"Neoseiulella tiliarum"	13	52
"Neoseiulella tiliarum"	13	52
"Neoseiulella tiliarum"	13	52
"Neoseiulella tiliarum"	13	52
"Neoseiulella tiliarum"	13	52
"Neoseiulella tiliarum"	13	52
"Neoseiulella tiliarum"	13	52
"Neoseiulella tiliarum"	13	52
"Neoseiulella tiliarum"	13	52
"Neoseiulella tiliarum"	13	52
"Neoseiulella manukae"	146.654	-43.095
"Neoseiulella manukae"	146.654	-43.095
"Neoseiulella manukae"	146.654	-43.095
"Neoseiulella manukae"	149.111	-35.275
"Neoseiulella manukae"	145.37	-38.2
"Neoseiulella novaezealandiae"	145.52	-17.88
"Neoseiulella novaezealandiae"	146.383333	-38.35
"Neoseiulella novaezealandiae"	146.383333	-38.35
"Neoseiulella novaezealandiae"	146.383333	-38.35
"Neoseiulella novaezealandiae"	146.716667	-42.683333
"Neoseiulella novaezealandiae"	146.716667	-42.683333
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	152.383333	-28.05
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.35	-38.9
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.35	-38.9
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.383333	-39.116667
"Neoseiulella novaezealandiae"	146.383333	-39.116667
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.386944	-39.115556
"Neoseiulella novaezealandiae"	146.4	-38.866667
"Neoseiulella novaezealandiae"	146.386944	-39.115556
"Neoseiulella novaezealandiae"	145.75	-37.716667
"Neoseiulella novaezealandiae"	145.366667	-35.6
"Neoseiulella novaezealandiae"	146.386944	-39.115556
"Neoseiulella novaezealandiae"	146.4	-30.016667
"Neoseiulella steveni"	116.15	-34.25
"Neoseiulella steveni"	116.15	-34.25
"Neoseiulella steveni"	151.35	-33.67
"Neoseiulus agrestis"	88.36	50.01
"Neoseiulus agrestis"	143.03	46.51
"Neoseiulus agrestis"	142.45	47.26
"Neoseiulus agrestis"	65.08	57.07
"Neoseiulus agrestis"	23.141765	59.828961
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248155	51.54874
"Neoseiulus agrestis"	14.248112	53.048567
"Neoseiulus agrestis"	12.415094	51.24876
"Neoseiulus agrestis"	6.582624	51.448716
"Neoseiulus agrestis"	14.91472	51.048805
"Neoseiulus agrestis"	14.91472	51.048805
"Neoseiulus agrestis"	14.91472	51.048805
"Neoseiulus agrestis"	14.91472	51.048805
"Neoseiulus agrestis"	14.91472	51.048805
"Neoseiulus agrestis"	14.91472	51.048805
"Neoseiulus agrestis"	14.91472	51.048805
"Neoseiulus agrestis"	14.91472	51.048805
"Neoseiulus agrestis"	14.91472	51.048805
"Neoseiulus agrestis"	14.91472	51.048805
"Neoseiulus agrestis"	13.5	55.98
"Neoseiulus agrestis"	-76.12	43.95
"Neoseiulus agrestis"	-76.12	43.95
"Neoseiulus agrestis"	-82.32	40.87
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	13	52
"Neoseiulus agrestis"	11	52
"Neoseiulus agrestis"	11	52
"Neoseiulus agrestis"	11	52
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus akakius"	151.765	-28.1068
"Neoseiulus alpinus"	32.29	45.23
"Neoseiulus alpinus"	68.4	55.42
"Neoseiulus alpinus"	22.993635	60.272961
"Neoseiulus alpinus"	21.379001	61.334993
"Neoseiulus alpinus"	21.78239	59.987145
"Neoseiulus alpinus"	31.223873	62.554319
"Neoseiulus alpinus"	30.972768	62.790036
"Neoseiulus alpinus"	25.285379	60.671236
"Neoseiulus alpinus"	19.422024	60.318191
"Neoseiulus alpinus"	14.5	53.3
"Neoseiulus alpinus"	14.5	53.3
"Neoseiulus alpinus"	14.081473	52.948576
"Neoseiulus alpinus"	7.582515	48.04908
"Neoseiulus alpinus"	7.582515	48.04908
"Neoseiulus alpinus"	5.641871	51.970641
"Neoseiulus alpinus"	5.641871	51.970641
"Neoseiulus alpinus"	5.641871	51.970641
"Neoseiulus alpinus"	5.641871	51.970641
"Neoseiulus alpinus"	11.25	43.77
"Neoseiulus alpinus"	11.25	43.77
"Neoseiulus alpinus"	11.25	43.77
"Neoseiulus alpinus"	11.25	43.77
"Neoseiulus alpinus"	11.25	43.77
"Neoseiulus alpinus"	21.07267	63.424231
"Neoseiulus alpinus"	6.915912	50.54881
"Neoseiulus alpinus"	13	52
"Neoseiulus alpinus"	13	52
"Neoseiulus alpinus"	13	52
"Neoseiulus alpinus"	12	52
"Neoseiulus alpinus"	11	51
"Neoseiulus alpinus"	13	52
"Neoseiulus alpinus"	13	52
"Neoseiulus alpinus"	13	52
"Neoseiulus alpinus"	13	52
"Neoseiulus alpinus"	13	52
"Neoseiulus alpinus"	12	51
"Neoseiulus alpinus"	13	52
"Neoseiulus alpinus"	14	54
"Neoseiulus alpinus"	13	52
"Neoseiulus amicus"	-75.52	39.16
"Neoseiulus anonymus"	-47.8837119	-24.6143766
"Neoseiulus anonymus"	-61.53977	16.19759
"Neoseiulus anonymus"	-61.53977	16.19759
"Neoseiulus anonymus"	-49.0610071	-20.7318624
"Neoseiulus anonymus"	-61.53977	16.19759
"Neoseiulus gracilis"	-81.44	27.5
"Neoseiulus baraki"	40.08	-10.26
"Neoseiulus baraki"	1.92	6.35
"Neoseiulus baraki"	-34.52	-7.46
"Neoseiulus baraki"	55.53241	-21.13317
"Neoseiulus baraki"	55.53241	-21.13317
"Neoseiulus baraki"	55.53241	-21.13317
"Neoseiulus houstoni"	57.580276	-20.106667
"Neoseiulus houstoni"	55.53241	-21.13317
"Neoseiulus houstoni"	55.53241	-21.13317
"Neoseiulus houstoni"	55.53241	-21.13317
"Neoseiulus houstoni"	57.580276	-20.106667
"Neoseiulus bayviewensis"	152.12	-26.18
"Neoseiulus bayviewensis"	152.12	-26.18
"Neoseiulus bayviewensis"	152.12	-26.18
"Neoseiulus bayviewensis"	152.12	-26.18
"Neoseiulus bayviewensis"	152.12	-26.18
"Neoseiulus bayviewensis"	152.12	-26.18
"Neoseiulus bayviewensis"	152.12	-26.18
"Neoseiulus bayviewensis"	152.12	-26.18
"Neoseiulus bayviewensis"	151.28	-33.63
"Neoseiulus bayviewensis"	55.53241	-21.13317
"Neoseiulus bayviewensis"	151.28	-33.63
"Neoseiulus bayviewensis"	55.53241	-21.13317
"Neoseiulus bayviewensis"	55.53241	-21.13317
"Neoseiulus bellinus"	145.13	-37.9
"Neoseiulus bellinus"	145.13	-37.9
"Neoseiulus benjamini"	-61.01929	14.65485
"Neoseiulus benjamini"	-61.01929	14.65485
"Neoseiulus benjamini"	-61.01929	14.65485
"Neoseiulus teke"	45.14743	-12.8206
"Neoseiulus teke"	55.53241	-21.13317
"Neoseiulus teke"	55.53241	-21.13317
"Neoseiulus teke"	55.53241	-21.13317
"Neoseiulus teke"	45.14743	-12.8206
"Neoseiulus bicaudus"	70.49	55.31
"Neoseiulus bicaudus"	12	51
"Neoseiulus brigarinus"	150.52	-28.48
"Neoseiulus brigarinus"	150.52	-28.48
"Neoseiulus brigarinus"	150.52	-28.48
"Neoseiulus brigarinus"	150.52	-28.48
"Neoseiulus brigarinus"	150.68	-27.85
"Neoseiulus brigarinus"	150.68	-27.85
"Neoseiulus brigarinus"	150.68	-27.85
"Neoseiulus brigarinus"	150.68	-27.85
"Neoseiulus buxeus"	152.2898	-25.8538
"Neoseiulus buxeus"	152.2898	-25.8538
"Neoseiulus buxeus"	152.2898	-25.8538
"Neoseiulus buxeus"	152.2898	-25.8538
"Neoseiulus buxeus"	152.2898	-25.8538
"Neoseiulus buxeus"	152.2898	-25.8538
"Neoseiulus buxeus"	152.2898	-25.8538
"Neoseiulus buxeus"	152.2898	-25.8538
"Neoseiulus buxeus"	152.12	-26.18
"Neoseiulus buxeus"	152.12	-26.18
"Neoseiulus buxeus"	152.12	-26.18
"Neoseiulus buxeus"	152.12	-26.18
"Neoseiulus buxeus"	145.43	-17.05
"Neoseiulus buxeus"	152.12	-26.18
"Neoseiulus buxeus"	152.12	-26.18
"Neoseiulus buxeus"	145.42	-17.05
"Neoseiulus buxeus"	145.42	-17.05
"Neoseiulus buxeus"	148.312	-24.0888
"Neoseiulus buxeus"	148.312	-24.0888
"Neoseiulus buxeus"	148.312	-24.0888
"Neoseiulus buxeus"	148.312	-24.0888
"Neoseiulus buxeus"	148.312	-24.0888
"Neoseiulus buxeus"	148.312	-24.0888
"Neoseiulus buxeus"	148.312	-24.0888
"Neoseiulus californicus"	120.337559	22.595984
"Neoseiulus californicus"	9.46	42.74
"Neoseiulus californicus"	9.46	42.74
"Neoseiulus californicus"	9.46	42.74
"Neoseiulus californicus"	9.46	42.74
"Neoseiulus californicus"	9.46	42.74
"Neoseiulus californicus"	11.04	37.08
"Neoseiulus californicus"	11.04	37.08
"Neoseiulus californicus"	11.04	37.08
"Neoseiulus californicus"	11.04	37.08
"Neoseiulus californicus"	11.04	37.08
"Neoseiulus californicus"	11.04	37.08
"Neoseiulus californicus"	11.04	37.08
"Neoseiulus californicus"	127.04	36.07
"Neoseiulus californicus"	127.04	36.07
"Neoseiulus californicus"	127.04	36.07
"Neoseiulus californicus"	127.04	36.07
"Neoseiulus californicus"	127.04	36.07
"Neoseiulus californicus"	127.04	36.07
"Neoseiulus californicus"	127.04	36.07
"Neoseiulus californicus"	3.88	43.5
"Neoseiulus californicus"	104	30
"Neoseiulus californicus"	4.01	43.62
"Neoseiulus californicus"	-83.87	30.54
"Neoseiulus californicus"	-25.59414	37.81076
"Neoseiulus californicus"	-25.5944	37.79725
"Neoseiulus californicus"	-25.58872	37.79718
"Neoseiulus californicus"	-25.58864	37.80168
"Neoseiulus californicus"	-25.58296	37.80162
"Neoseiulus californicus"	-25.59423	37.80626
"Neoseiulus californicus"	-25.58855	37.80619
"Neoseiulus californicus"	-25.59397	37.81977
"Neoseiulus californicus"	-25.58305	37.79711
"Neoseiulus californicus"	-25.59432	37.80175
"Neoseiulus californicus"	-25.58287	37.80612
"Neoseiulus californicus"	-25.58279	37.81063
"Neoseiulus californicus"	-25.57143	37.81049
"Neoseiulus californicus"	-25.56575	37.81042
"Neoseiulus californicus"	-25.59406	37.81527
"Neoseiulus californicus"	-25.58838	37.8152
"Neoseiulus californicus"	-25.57134	37.815
"Neoseiulus californicus"	-25.56566	37.81493
"Neoseiulus californicus"	-25.58261	37.81964
"Neoseiulus californicus"	-25.5827	37.81513
"Neoseiulus californicus"	-25.58847	37.8107
"Neoseiulus californicus"	-25.57711	37.81056
"Neoseiulus californicus"	-25.57702	37.81506
"Neoseiulus californicus"	-83.87	30.54
"Neoseiulus californicus"	-83.87	30.54
"Neoseiulus californicus"	-83.87	30.54
"Neoseiulus californicus"	9.24894	48.749019
"Neoseiulus californicus"	9.24894	48.749019
"Neoseiulus californicus"	-71	-36
"Neoseiulus californicus"	-71	-36
"Neoseiulus californicus"	55.53241	-21.13317
"Neoseiulus californicus"	-61.53977	16.19759
"Neoseiulus californicus"	55.53241	-21.13317
"Neoseiulus californicus"	-61.53977	16.19759
"Neoseiulus californicus"	-49.0610071	-20.7318624
"Neoseiulus californicus"	-61.53977	16.19759
"Neoseiulus californicus"	55.53241	-21.13317
"Neoseiulus callunae"	7.8853	53.791
"Neoseiulus steinerae"	149.766667	-32.983333
"Neoseiulus subsolidus"	88.29	50.05
"Neoseiulus tervus"	32.29	45.23
"Neoseiulus tervus"	68.4	55.42
"Neoseiulus cucumeris"	17.21569	59.05694
"Neoseiulus cucumeris"	15.25325	59.37396
"Neoseiulus cucumeris"	-72	54
"Neoseiulus cucumeris"	-72	54
"Neoseiulus cucumeris"	-72	54
"Neoseiulus cucumeris"	-72	54
"Neoseiulus cucumeris"	127.04	36.07
"Neoseiulus cucumeris"	127.04	36.07
"Neoseiulus cucumeris"	127.04	36.07
"Neoseiulus cucumeris"	5.55414	52.1341
"Neoseiulus cucumeris"	4.67501	50.6182
"Neoseiulus cucumeris"	5.55414	52.1341
"Neoseiulus cucumeris"	-88.23	40.11
"Neoseiulus cucumeris"	-88.23	40.11
"Neoseiulus cucumeris"	-88.23	40.11
"Neoseiulus cucumeris"	-88.23	40.11
"Neoseiulus cucumeris"	-88.23	40.11
"Neoseiulus cucumeris"	-88.23	40.11
"Neoseiulus cucumeris"	-88.23	40.11
"Neoseiulus cucumeris"	-88.23	40.11
"Neoseiulus cucumeris"	9.582183	51.848674
"Neoseiulus cucumeris"	9.582183	51.848674
"Neoseiulus cucumeris"	9.582183	51.848674
"Neoseiulus cucumeris"	9.582183	51.748685
"Neoseiulus cucumeris"	6.582624	51.448716
"Neoseiulus cucumeris"	5.641871	51.970641
"Neoseiulus cucumeris"	5.861579	52.104783
"Neoseiulus cucumeris"	16.414936	52.600803
"Neoseiulus cucumeris"	9.24894	48.749019
"Neoseiulus cucumeris"	9.24894	48.749019
"Neoseiulus cucumeris"	9.5	56.2
"Neoseiulus cucumeris"	9.24894	48.749019
"Neoseiulus cucumeris"	9.24894	48.749019
"Neoseiulus cucumeris"	-3.4	43.4
"Neoseiulus cucumeris"	9.24894	48.749019
"Neoseiulus cucumeris"	9.24894	48.749019
"Neoseiulus cucumeris"	9.24894	48.749019
"Neoseiulus cucumeris"	-120.5	46.6
"Neoseiulus cucumeris"	-120.5	46.6
